TANGGAL,UNIT PEMBANGKIT,JAM NYALA,JENIS BAHAN BAKAR,"KAPASITAS STORAGE TANK
 (L)","PERSEDIAAN AWAL 
(L)",PEMAKAIAN (L),PENERIMAAN (L),PERSEDIAAN AKHIR (L),UMUR OPERASI,RENCANA PENERIMAAN (L)
17-01-2022,PLTD SEI MENGGARIS,24,B30,40000,6262,930,,5332,5.733333333,
17-01-2022,PLTD LONG LAYU,12,B30,10000,260,120,,140,1.166666667,
17-01-2022,PLTD PAUPAN,12,B30,8000,1080,80,,1000,12.5,
17-01-2022,PLTD SEKATAK BUJI,24,B30,30000,19798,3513,,16285,4.635639055,
17-01-2022,PLTD LONG PESO,24,B30,70000,19977,838,,19139,22.83890215,
17-01-2022,PLTD TANAH MERAH,24,B30,10000,17100,1200,,15900,10,
18-01-2022,PLTD KRAYAN,24,B30,12000,2800,1800,800,1800,1,
18-01-2022,PLTD SEI MENGGARIS,24,B30,40000,5332,930,,4402,4.733333333,
18-01-2022,PLTD LONG LAYU,12,B30,10000,140,120,,20,0.166666667,
18-01-2022,PLTD PAUPAN,12,B30,8000,1000,80,,920,11.5,
18-01-2022,PLTD SEKATAK BUJI,24,B30,30000,16285,4000,,12285,3.07125,
18-01-2022,PLTD LONG PESO,24,B30,70000,19139,822,,18317,22.28345499,
18-01-2022,PLTD TANAH MERAH,24,B30,10000,15900,1200,,14700,10,
19-01-2022,PLTD KRAYAN,24,B30,12000,1800,1800,1400,1400,0.777777778,
19-01-2022,PLTD SEI MENGGARIS,24,B30,40000,4402,930,,3472,3.733333333,
19-01-2022,PLTD LONG LAYU,12,B30,10000,20,100,300,220,2.2,
19-01-2022,PLTD PAUPAN,12,B30,8000,920,280,,640,2.285714286,
19-01-2022,PLTD SEKATAK BUJI,24,B30,30000,12285,4000,11669,19954,4.9885,
19-01-2022,PLTD LONG PESO,24,B30,70000,18317,800,,17517,21.89625,
19-01-2022,PLTD TANAH MERAH,24,B30,10000,14700,1000,,13700,10,
20-01-2022,PLTD KRAYAN,24,B30,12000,1400,1800,1800,1400,0.777777778,
20-01-2022,PLTD SEI MENGGARIS,24,B30,40000,3472,930,20009,22551,24.2483871,
20-01-2022,PLTD LONG LAYU,12,B30,10000,220,120,,100,0.833333333,
20-01-2022,PLTD PAUPAN,12,B30,8000,640,100,,540,5.4,
20-01-2022,PLTD SEKATAK BUJI,24,B30,30000,19954,4000,,15954,3.9885,
20-01-2022,PLTD LONG PESO,24,B30,70000,17517,830,,16687,20.10481928,
20-01-2022,PLTD TANAH MERAH,24,B30,10000,13700,1450,,12250,10,
21-01-2022,PLTD KRAYAN,24,B30,12000,1400,1800,3000,2600,1.444444444,
21-01-2022,PLTD SEI MENGGARIS,24,B30,40000,22551,930,,21621,23.2483871,
21-01-2022,PLTD LONG LAYU,12,B30,10000,100,100,200,200,2,
21-01-2022,PLTD PAUPAN,12,B30,8000,540,160,,380,2.375,
21-01-2022,PLTD SEKATAK BUJI,24,B30,30000,15954,1248,,14706,11.78365385,
21-01-2022,PLTD LONG PESO,24,B30,70000,16687,830,19850,35707,43.02048193,
21-01-2022,PLTD TANAH MERAH,24,B30,10000,12250,1250,,11000,10,
22-01-2022,PLTD KRAYAN,24,B30,12000,2600,1800,2200,3000,1.666666667,
22-01-2022,PLTD SEI MENGGARIS,24,B30,40000,21621,930,,20691,22.2483871,
22-01-2022,PLTD LONG LAYU,12,B30,10000,200,100,,100,1,
22-01-2022,PLTD PAUPAN,12,B30,8000,380,80,,300,3.75,
22-01-2022,PLTD SEKATAK BUJI,24,B30,30000,14706,4000,,10706,2.6765,
22-01-2022,PLTD LONG PESO,24,B30,70000,35707,851,,34856,40.95887192,
22-01-2022,PLTD TANAH MERAH,24,B30,10000,11000,1200,,9800,10,
23-01-2022,PLTD KRAYAN,24,B30,12000,3000,2000,,1000,0.5,
23-01-2022,PLTD SEI MENGGARIS,24,B30,40000,20691,930,,19761,21.2483871,
23-01-2022,PLTD LONG LAYU,12,B30,10000,100,100,100,100,1,
23-01-2022,PLTD PAUPAN,12,B30,8000,300,100,,200,2,
23-01-2022,PLTD SEKATAK BUJI,24,B30,30000,10706,4000,,6706,1.6765,
23-01-2022,PLTD LONG PESO,24,B30,70000,34856,830,,34026,40.99518072,
23-01-2022,PLTD TANAH MERAH,24,B30,10000,9800,1200,,8600,10,
24-01-2022,PLTD KRAYAN,24,B30,12000,1000,1800,3200,2400,1.333333333,
24-01-2022,PLTD SEI MENGGARIS,24,B30,40000,19761,930,,18831,20.2483871,
24-01-2022,PLTD LONG LAYU,12,B30,10000,100,100,,0,0,
24-01-2022,PLTD PAUPAN,12,B30,8000,200,80,,120,1.5,
24-01-2022,PLTD SEKATAK BUJI,24,B30,30000,6706,4000,10719,13425,3.35625,
24-01-2022,PLTD LONG PESO,24,B30,70000,34026,830,,33196,39.99518072,
24-01-2022,PLTD TANAH MERAH,24,B30,10000,8600,1200,,7400,10,
25-01-2022,PLTD KRAYAN,24,B30,12000,2400,1800,2800,3400,1.888888889,
25-01-2022,PLTD SEI MENGGARIS,24,B30,40000,18831,930,,17901,19.2483871,
25-01-2022,PLTD LONG LAYU,12,B30,10000,0,100,100,0,0,
25-01-2022,PLTD PAUPAN,12,B30,8000,120,80,80,120,1.5,
25-01-2022,PLTD SEKATAK BUJI,24,B30,30000,13425,3000,,10425,3.475,
25-01-2022,PLTD LONG PESO,24,B30,70000,33196,810,,32386,39.98271605,
25-01-2022,PLTD TANAH MERAH,24,B30,10000,7400,1000,,6400,10,
26-01-2022,PLTD KRAYAN,24,B30,12000,3400,1800,2400,4000,2.222222222,
26-01-2022,PLTD SEI MENGGARIS,24,B30,40000,17901,930,,16971,18.2483871,
26-01-2022,PLTD LONG LAYU,12,B30,10000,0,100,500,400,4,
26-01-2022,PLTD PAUPAN,12,B30,8000,120,80,460,500,6.25,
26-01-2022,PLTD SEKATAK BUJI,24,B30,30000,10425,4000,,6425,1.60625,
26-01-2022,PLTD LONG PESO,24,B30,70000,32386,820,,31566,38.49512195,
26-01-2022,PLTD TANAH MERAH,24,B30,10000,6400,1200,,5200,10,
27-01-2022,PLTD KRAYAN,24,B30,12000,4000,1800,1000,3200,1.777777778,
27-01-2022,PLTD SEI MENGGARIS,24,B30,40000,16971,930,,16041,17.2483871,
27-01-2022,PLTD LONG LAYU,12,B30,10000,400,100,,300,3,
27-01-2022,PLTD PAUPAN,12,B30,8000,500,80,,420,5.25,
27-01-2022,PLTD SEKATAK BUJI,24,B30,30000,6425,2478,,3947,1.592816788,
27-01-2022,PLTD LONG PESO,24,B30,70000,31566,770,,30796,39.99480519,
27-01-2022,PLTD TANAH MERAH,24,B30,10000,5200,1200,19514,23514,10,
28-01-2022,PLTD KRAYAN,24,B30,12000,3200,1800,1400,2800,1.555555556,
28-01-2022,PLTD SEI MENGGARIS,24,B30,40000,16041,930,,15111,16.2483871,
28-01-2022,PLTD LONG LAYU,12,B30,10000,300,100,,200,2,
28-01-2022,PLTD PAUPAN,12,B30,8000,420,80,,340,4.25,
28-01-2022,PLTD SEKATAK BUJI,24,B30,30000,3947,0,,3947,,
28-01-2022,PLTD LONG PESO,24,B30,70000,30796,830,,29966,36.10361446,
28-01-2022,PLTD TANAH MERAH,24,B30,10000,23514,1200,,22314,10,
29-01-2022,PLTD KRAYAN,24,B30,12000,2800,1800,2200,3200,1.777777778,
29-01-2022,PLTD SEI MENGGARIS,24,B30,40000,15111,930,,14181,15.2483871,
29-01-2022,PLTD LONG LAYU,12,B30,10000,200,120,520,600,5,
29-01-2022,PLTD PAUPAN,12,B30,8000,340,80,500,760,9.5,
29-01-2022,PLTD SEKATAK BUJI,24,B30,30000,3947,0,,3947,,
29-01-2022,PLTD LONG PESO,24,B30,70000,29966,830,,29136,35.10361446,
29-01-2022,PLTD TANAH MERAH,24,B30,10000,22314,1200,,21114,10,
30-01-2022,PLTD KRAYAN,24,B30,12000,3200,1800,400,1800,1,
30-01-2022,PLTD SEI MENGGARIS,24,B30,40000,14181,930,,13251,14.2483871,
30-01-2022,PLTD LONG LAYU,12,B30,10000,600,120,,480,4,
30-01-2022,PLTD PAUPAN,12,B30,8000,760,80,,680,8.5,
30-01-2022,PLTD SEKATAK BUJI,24,B30,30000,3947,0,,3947,,
30-01-2022,PLTD LONG PESO,24,B30,70000,29136,810,,28326,34.97037037,
30-01-2022,PLTD TANAH MERAH,24,B30,10000,21114,1200,,19914,10,
31-01-2022,PLTD KRAYAN,24,B30,12000,1800,1800,2000,2000,1.111111111,
31-01-2022,PLTD SEI MENGGARIS,24,B30,40000,13251,930,,12321,13.2483871,
31-01-2022,PLTD LONG LAYU,12,B30,10000,480,120,,360,3,
31-01-2022,PLTD PAUPAN,12,B30,8000,680,80,,600,7.5,
31-01-2022,PLTD SEKATAK BUJI,24,B30,30000,3947,0,,3947,,
31-01-2022,PLTD LONG PESO,24,B30,70000,28326,850,,27476,32.32470588,
31-01-2022,PLTD TANAH MERAH,24,B30,10000,19914,1100,,18814,10,
01-02-2022,PLTD KRAYAN,24,B30,12000,2000,1800,1200,1400,0.777777778,
01-02-2022,PLTD SEI MENGGARIS,24,B30,40000,12321,930,,11391,12.2483871,
01-02-2022,PLTD LONG LAYU,12,B30,10000,360,120,,240,2,
01-02-2022,PLTD PAUPAN,12,B30,8000,600,80,,520,6.5,
01-02-2022,PLTD SEKATAK BUJI,24,B30,30000,3947,0,,3947,,
01-02-2022,PLTD LONG PESO,24,B30,70000,27476,740,,26736,36.12972973,
01-02-2022,PLTD TANAH MERAH,24,B30,10000,17391,1521,,15870,10,
02-02-2022,PLTD KRAYAN,24,B30,12000,1400,1800,3800,3400,1.888888889,
02-02-2022,PLTD SEI MENGGARIS,24,B30,40000,11391,930,,10461,11.2483871,
02-02-2022,PLTD LONG LAYU,12,B30,10000,240,120,,120,1,
02-02-2022,PLTD PAUPAN,12,B30,8000,520,80,,440,5.5,
02-02-2022,PLTD SEKATAK BUJI,24,B30,30000,3947,0,20000,23947,,
02-02-2022,PLTD LONG PESO,24,B30,70000,26736,860,,25876,30.08837209,
02-02-2022,PLTD TANAH MERAH,24,B30,10000,15870,1620,,14250,10,
03-02-2022,PLTD KRAYAN,24,B30,12000,3400,1800,2100,3700,2.055555556,
03-02-2022,PLTD SEI MENGGARIS,24,B30,40000,10461,930,,9531,10.2483871,
03-02-2022,PLTD LONG LAYU,12,B30,10000,120,120,1000,1000,8.333333333,
03-02-2022,PLTD PAUPAN,12,B30,8000,440,80,,360,4.5,
03-02-2022,PLTD SEKATAK BUJI,24,B30,30000,23947,0,,23947,,
03-02-2022,PLTD LONG PESO,24,B30,70000,25876,840,,25036,29.8047619,
03-02-2022,PLTD TANAH MERAH,24,B30,10000,14250,1200,,13050,10,
04-02-2022,PLTD KRAYAN,24,B30,12000,3700,1800,1800,3700,2.055555556,
04-02-2022,PLTD SEI MENGGARIS,24,B30,40000,9531,930,,8601,9.248387097,
04-02-2022,PLTD LONG LAYU,12,B30,10000,1000,120,,880,7.333333333,
04-02-2022,PLTD PAUPAN,12,B30,8000,360,80,,280,3.5,
04-02-2022,PLTD SEKATAK BUJI,24,B30,30000,23947,0,,23947,,
04-02-2022,PLTD LONG PESO,24,B30,70000,25036,830,,24206,29.16385542,
04-02-2022,PLTD TANAH MERAH,24,B30,10000,13050,1250,,11800,10,
05-02-2022,PLTD KRAYAN,24,B30,12000,3700,1800,2500,4400,2.444444444,
05-02-2022,PLTD SEI MENGGARIS,24,B30,40000,8601,930,,7671,8.248387097,
05-02-2022,PLTD LONG LAYU,12,B30,10000,880,120,,760,6.333333333,
05-02-2022,PLTD PAUPAN,12,B30,8000,280,80,,200,2.5,
05-02-2022,PLTD SEKATAK BUJI,24,B30,30000,23947,3000,,20947,6.982333333,
05-02-2022,PLTD LONG PESO,24,B30,70000,24206,830,,23376,28.16385542,
05-02-2022,PLTD TANAH MERAH,24,B30,10000,11800,1200,,10600,10,
06-02-2022,PLTD KRAYAN,24,B30,12000,4400,2000,,2400,1.2,
06-02-2022,PLTD SEI MENGGARIS,24,B30,40000,7671,930,,6741,7.248387097,
06-02-2022,PLTD LONG LAYU,12,B30,10000,760,120,,640,5.333333333,
06-02-2022,PLTD PAUPAN,12,B30,8000,200,80,,120,1.5,
06-02-2022,PLTD SEKATAK BUJI,24,B30,30000,20947,3068,,17879,5.827574967,
06-02-2022,PLTD LONG PESO,24,B30,70000,23376,820,,22556,27.50731707,
06-02-2022,PLTD TANAH MERAH,24,B30,10000,10600,1150,,9450,10,
07-02-2022,PLTD KRAYAN,24,B30,12000,2400,1800,3000,3600,2,
07-02-2022,PLTD SEI MENGGARIS,24,B30,40000,6741,930,,5811,6.248387097,
07-02-2022,PLTD LONG LAYU,12,B30,10000,640,120,,520,4.333333333,
07-02-2022,PLTD PAUPAN,12,B30,8000,120,80,,40,0.5,
07-02-2022,PLTD SEKATAK BUJI,24,B30,30000,17879,4140,,13739,3.318599034,
07-02-2022,PLTD LONG PESO,24,B30,70000,22556,840,,21716,25.85238095,
07-02-2022,PLTD TANAH MERAH,24,B30,10000,9450,1200,,8250,6.875,
08-02-2022,PLTD KRAYAN,24,B30,12000,3600,1800,3000,4800,2.666666667,
08-02-2022,PLTD SEI MENGGARIS,24,B30,40000,5811,930,,4881,5.248387097,
08-02-2022,PLTD LONG LAYU,12,B30,10000,520,120,,400,3.333333333,
08-02-2022,PLTD PAUPAN,12,B30,8000,40,80,1000,960,12,
08-02-2022,PLTD SEKATAK BUJI,24,B30,30000,13739,4308,,9431,2.189182916,
08-02-2022,PLTD LONG PESO,24,B30,70000,21716,760,,20956,27.57368421,
08-02-2022,PLTD TANAH MERAH,24,B30,10000,8250,1250,,7000,5.6,
09-02-2022,PLTD KRAYAN,24,B30,12000,4800,1800,3200,6200,3.444444444,
09-02-2022,PLTD SEI MENGGARIS,24,B30,40000,4881,930,,3951,4.248387097,
09-02-2022,PLTD LONG LAYU,12,B30,10000,400,100,,300,3,
09-02-2022,PLTD PAUPAN,12,B30,8000,960,80,,880,11,
09-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
09-02-2022,PLTD LONG PESO,24,B30,70000,20956,780,,20176,25.86666667,
09-02-2022,PLTD TANAH MERAH,24,B30,10000,7000,1300,19763,25463,19.58692308,
10-02-2022,PLTD KRAYAN,24,B30,12000,6200,1800,3200,7600,4.222222222,
10-02-2022,PLTD SEI MENGGARIS,24,B30,40000,3951,930,10026,13047,14.02903226,
10-02-2022,PLTD LONG LAYU,12,B30,10000,300,120,,180,1.5,
10-02-2022,PLTD PAUPAN,12,B30,8000,880,80,,800,10,
10-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
10-02-2022,PLTD LONG PESO,24,B30,70000,20176,840,,19336,23.01904762,
10-02-2022,PLTD TANAH MERAH,24,B30,10000,25463,1230,,24233,19.70162602,
11-02-2022,PLTD KRAYAN,24,B30,12000,7600,1800,2000,7800,4.333333333,
11-02-2022,PLTD SEI MENGGARIS,24,B30,40000,13047,930,,12117,13.02903226,
11-02-2022,PLTD LONG LAYU,12,B30,10000,180,120,1000,1060,8.833333333,
11-02-2022,PLTD PAUPAN,12,B30,8000,800,80,,720,9,
11-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
11-02-2022,PLTD LONG PESO,24,B30,70000,19336,800,,18536,23.17,
11-02-2022,PLTD TANAH MERAH,24,B30,10000,24233,1233,,23000,10,
12-02-2022,PLTD KRAYAN,24,B30,12000,7800,1800,,6000,3.333333333,
12-02-2022,PLTD SEI MENGGARIS,24,B30,40000,12117,930,,11187,12.02903226,
12-02-2022,PLTD LONG LAYU,12,B30,10000,1060,120,,940,7.833333333,
12-02-2022,PLTD PAUPAN,12,B30,8000,720,80,,640,8,
12-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
12-02-2022,PLTD LONG PESO,24,B30,70000,18536,820,,17716,21.60487805,
12-02-2022,PLTD TANAH MERAH,24,B30,10000,23000,1200,,21800,10,
13-02-2022,PLTD KRAYAN,24,B30,12000,6000,1800,,4200,2.333333333,
13-02-2022,PLTD SEI MENGGARIS,24,B30,40000,11187,930,,10257,11.02903226,
13-02-2022,PLTD LONG LAYU,12,B30,10000,940,120,,820,6.833333333,
13-02-2022,PLTD PAUPAN,12,B30,8000,640,80,,560,7,
13-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
13-02-2022,PLTD LONG PESO,24,B30,70000,17716,830,,16886,20.34457831,
13-02-2022,PLTD TANAH MERAH,24,B30,10000,21800,1200,,20600,10,
14-02-2022,PLTD KRAYAN,24,B30,12000,4200,1800,2800,5200,2.888888889,
14-02-2022,PLTD SEI MENGGARIS,24,B30,40000,10257,930,,9327,10.02903226,
14-02-2022,PLTD LONG LAYU,12,B30,10000,820,120,,700,5.833333333,
14-02-2022,PLTD PAUPAN,12,B30,8000,560,80,,480,6,
14-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
14-02-2022,PLTD LONG PESO,24,B30,70000,16886,810,,16076,19.84691358,
14-02-2022,PLTD TANAH MERAH,24,B30,10000,20600,1200,,19400,10,
15-02-2022,PLTD KRAYAN,24,B30,12000,5200,1800,8000,11400,6.333333333,
15-02-2022,PLTD SEI MENGGARIS,24,B30,40000,9327,930,,8397,9.029032258,
15-02-2022,PLTD LONG LAYU,12,B30,10000,700,120,,580,4.833333333,
15-02-2022,PLTD PAUPAN,12,B30,8000,480,80,,400,5,
15-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
15-02-2022,PLTD LONG PESO,24,B30,70000,16076,840,,15236,18.13809524,
15-02-2022,PLTD TANAH MERAH,24,B30,10000,19400,1250,,18150,10,
16-02-2022,PLTD KRAYAN,24,B30,12000,11400,1800,3400,13000,7.222222222,
16-02-2022,PLTD SEI MENGGARIS,24,B30,40000,8397,650,,7747,11.91846154,
16-02-2022,PLTD LONG LAYU,12,B30,10000,580,120,,460,3.833333333,
16-02-2022,PLTD PAUPAN,12,B30,8000,400,80,,320,4,
16-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
16-02-2022,PLTD LONG PESO,24,B30,70000,15236,810,,14426,17.80987654,
16-02-2022,PLTD TANAH MERAH,24,B30,10000,18150,1200,,16950,10,
17-02-2022,PLTD KRAYAN,24,B30,12000,13000,1400,,11600,8.285714286,
17-02-2022,PLTD SEI MENGGARIS,24,B30,40000,7747,930,,6817,7.330107527,
17-02-2022,PLTD LONG LAYU,12,B30,10000,460,120,500,840,7,
17-02-2022,PLTD PAUPAN,12,B30,8000,320,80,500,740,9.25,
17-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
17-02-2022,PLTD LONG PESO,24,B30,70000,14426,820,,13606,16.59268293,
17-02-2022,PLTD TANAH MERAH,24,B30,10000,16950,1200,,15750,10,
18-02-2022,PLTD KRAYAN,24,B30,12000,11600,1800,3200,13000,7.222222222,
18-02-2022,PLTD SEI MENGGARIS,24,B30,40000,6817,930,,5887,6.330107527,
18-02-2022,PLTD LONG LAYU,12,B30,10000,840,120,,720,6,
18-02-2022,PLTD PAUPAN,12,B30,8000,740,80,,660,8.25,
18-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
18-02-2022,PLTD LONG PESO,24,B30,70000,13606,810,,12796,15.79753086,
18-02-2022,PLTD TANAH MERAH,24,B30,10000,15750,1200,,14550,10,
19-02-2022,PLTD KRAYAN,24,B30,12000,13000,1800,3800,15000,8.333333333,
19-02-2022,PLTD SEI MENGGARIS,24,B30,40000,5887,930,,4957,5.330107527,
19-02-2022,PLTD LONG LAYU,12,B30,10000,720,120,,600,5,
19-02-2022,PLTD PAUPAN,12,B30,8000,660,80,,580,7.25,
19-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
19-02-2022,PLTD LONG PESO,24,B30,70000,12796,821,,11975,14.58587089,
19-02-2022,PLTD TANAH MERAH,24,B30,10000,14550,1200,,13350,10,
20-02-2022,PLTD KRAYAN,24,B30,12000,15000,1600,1000,14400,9,
20-02-2022,PLTD SEI MENGGARIS,24,B30,40000,4957,930,19764,23791,25.58172043,
20-02-2022,PLTD LONG LAYU,12,B30,10000,600,120,,480,4,
20-02-2022,PLTD PAUPAN,12,B30,8000,580,80,,500,6.25,
20-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
20-02-2022,PLTD LONG PESO,24,B30,70000,11975,810,29556,40721,50.27283951,
20-02-2022,PLTD TANAH MERAH,24,B30,10000,13350,1200,,12150,10,
21-02-2022,PLTD KRAYAN,24,B30,12000,14400,1800,,12600,7,
21-02-2022,PLTD SEI MENGGARIS,24,B30,40000,23791,930,,22861,24.58172043,
21-02-2022,PLTD LONG LAYU,12,B30,10000,480,120,,360,3,
21-02-2022,PLTD PAUPAN,12,B30,8000,500,80,,420,5.25,
21-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
21-02-2022,PLTD LONG PESO,24,B30,70000,40721,820,,39901,48.6597561,
21-02-2022,PLTD TANAH MERAH,24,B30,10000,12150,1200,,10950,10,
22-02-2022,PLTD KRAYAN,24,B30,12000,12600,1800,1800,12600,7,
22-02-2022,PLTD SEI MENGGARIS,24,B30,40000,22861,930,,21931,23.58172043,
22-02-2022,PLTD LONG LAYU,12,B30,10000,360,120,500,740,6.166666667,
22-02-2022,PLTD PAUPAN,12,B30,8000,420,80,520,860,10.75,
22-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
22-02-2022,PLTD LONG PESO,24,B30,70000,39901,810,,39091,48.26049383,
22-02-2022,PLTD TANAH MERAH,24,B30,10000,10950,1500,,9450,10,
23-02-2022,PLTD KRAYAN,24,B30,12000,12600,1800,4800,15600,8.666666667,
23-02-2022,PLTD SEI MENGGARIS,24,B30,40000,21931,930,,21001,22.58172043,
23-02-2022,PLTD LONG LAYU,12,B30,10000,740,120,,620,5.166666667,
23-02-2022,PLTD PAUPAN,12,B30,8000,860,80,,780,9.75,
23-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
23-02-2022,PLTD LONG PESO,24,B30,70000,39091,810,,38281,47.26049383,
23-02-2022,PLTD TANAH MERAH,24,B30,10000,9450,1200,,8250,10,
24-02-2022,PLTD KRAYAN,24,B30,12000,15600,1800,2800,16600,9.222222222,
24-02-2022,PLTD SEI MENGGARIS,24,B30,40000,21001,1860,,19141,10.29086022,
24-02-2022,PLTD LONG LAYU,12,B30,10000,620,120,,500,4.166666667,
24-02-2022,PLTD PAUPAN,12,B30,8000,780,80,,700,8.75,
24-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
24-02-2022,PLTD LONG PESO,24,B30,70000,38281,1620,,36661,22.63024691,
24-02-2022,PLTD TANAH MERAH,24,B30,10000,8250,1200,,7050,10,
25-02-2022,PLTD KRAYAN,24,B30,12000,16600,1800,1800,16600,9.222222222,
25-02-2022,PLTD SEI MENGGARIS,24,B30,40000,19141,930,,18211,19.58172043,
25-02-2022,PLTD LONG LAYU,12,B30,10000,500,120,540,920,7.666666667,
25-02-2022,PLTD PAUPAN,12,B30,8000,700,80,400,1020,12.75,
25-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
25-02-2022,PLTD LONG PESO,24,B30,70000,36661,820,,35841,43.70853659,
25-02-2022,PLTD TANAH MERAH,24,B30,10000,7050,1200,,5850,10,
26-02-2022,PLTD KRAYAN,24,B30,12000,16600,1800,,14800,8.222222222,
26-02-2022,PLTD SEI MENGGARIS,24,B30,40000,18211,930,,17281,18.58172043,
26-02-2022,PLTD LONG LAYU,12,B30,10000,920,120,,800,6.666666667,
26-02-2022,PLTD PAUPAN,12,B30,8000,1020,80,,940,11.75,
26-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
26-02-2022,PLTD LONG PESO,24,B30,70000,35841,820,,35021,42.70853659,
26-02-2022,PLTD TANAH MERAH,24,B30,10000,5850,1200,,4650,10,
27-02-2022,PLTD KRAYAN,24,B30,12000,14800,1800,4800,17800,9.888888889,
27-02-2022,PLTD SEI MENGGARIS,24,B30,40000,17281,930,,16351,17.58172043,
27-02-2022,PLTD LONG LAYU,12,B30,10000,800,120,,680,5.666666667,
27-02-2022,PLTD PAUPAN,12,B30,8000,940,80,,860,10.75,
27-02-2022,PLTD SEKATAK BUJI,24,B30,30000,9431,0,,9431,,
27-02-2022,PLTD LONG PESO,24,B30,70000,35021,810,,34211,42.23580247,
27-02-2022,PLTD TANAH MERAH,24,B30,10000,4650,1200,,3450,10,
28-02-2022,PLTD KRAYAN,24,B30,12000,17800,1600,,16200,10.125,
28-02-2022,PLTD SEI MENGGARIS,24,B30,40000,16351,930,,15421,16.58172043,
